Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Arsenal_21_22,Tottenham_21_22,Manchester Utd_21_22,West Ham_21_22,Wolves_21_22,Leicester City_21_22,Aston Villa_21_22,Southampton_21_22,Crystal Palace_21_22,Brighton_21_22,Newcastle Utd_21_22,Brentford_21_22,Everton_21_22,Leeds United_21_22,Burnley_21_22,Watford_21_22,Norwich City_21_22
Wolves_19_20,41.400483088968905,42.37924020083418,27.748873851023216,12.727922061357855,6.782329983125268,7.54983443527075,5.916079783099616,17.05872210923198,14.071247279470288,7.810249675906654,12.884098726725126,10.04987562112089,17.4928556845359,19.949937343260004,21.61018278497431,25.199206336708304,37.48332962798263,28.948229652260256,33.54101966249684,43.93176527297759
Tottenham_19_20,42.02380277890139,42.02380277890139,29.698484809834994,16.24807680927192,9.16515138991168,7.14142842854285,6.4031242374328485,24.269322199023193,9.055385138137417,6.4031242374328485,12.727922061357855,9.9498743710662,21.77154105707724,18.920887928424502,21.470910553583888,24.1039415863879,34.68429039204925,30.62678566222711,32.046840717924134,43.05810028322197
Arsenal_19_20,44.14748010928823,44.955533585978046,30.643106892089126,15.394804318340652,9.0,8.831760866327848,7.874007874011811,17.944358444926362,11.789826122551595,5.0990195135927845,9.9498743710662,7.3484692283495345,15.7797338380595,17.0,18.708286933869708,22.22611077089287,34.55430508634199,26.476404589747453,30.56141357987225,41.02438299353203
Burnley_19_20,51.254268114957995,52.392747589718944,37.64306044943742,21.0,15.394804318340652,15.033296378372908,15.297058540778355,17.4928556845359,12.84523257866513,8.246211251235321,5.385164807134504,7.874007874011811,9.9498743710662,11.445523142259598,12.884098726725126,16.673332000533065,29.427877939124322,20.273134932713294,24.939927826679853,34.36568055487916
Everton_19_20,50.60632371551998,51.19570294468082,37.589892258425,21.42428528562855,14.798648586948742,13.416407864998739,13.92838827718412,21.863211109075447,7.810249675906654,5.0990195135927845,3.0,6.0,14.177446878757825,9.848857801796104,12.569805089976535,15.556349186104045,27.27636339397171,22.02271554554524,23.83275057562597,34.07345007480164
Crystal Palace_19_20,55.98214000911362,57.86190456595773,41.49698784249286,26.19160170741759,22.67156809750927,23.600847442411894,23.043437243605826,11.789826122551595,23.452078799117146,17.46424919657298,14.89966442575134,15.524174696260024,3.7416573867739413,18.16590212458495,16.583123951777,20.85665361461421,34.77067730142742,17.26267650163207,27.874719729532707,35.58089374931439
Southampton_19_20,58.33523806414096,58.557663887829406,46.184412955021955,29.68164415931166,23.08679276123039,20.92844953645635,22.315913604421397,30.23243291566195,9.433981132056603,13.564659966250536,8.06225774829855,13.638181696985855,19.261360284258224,5.196152422706632,10.488088481701515,10.488088481701515,18.05547008526779,21.42428528562855,17.26267650163207,26.70205984563738
Newcastle Utd_19_20,61.91930232165088,63.229739838148944,47.97916214358062,31.368774282716245,26.30589287593181,25.98076211353316,26.248809496813376,21.470910553583888,20.54263858417414,17.578395831246947,11.575836902790225,15.329709716755891,7.3484692283495345,10.677078252031311,8.774964387392123,12.206555615733702,25.199206336708304,11.224972160321824,18.627936010197157,25.96150997149434
Brighton_19_20,58.83026432033091,59.371710435189584,45.02221673796171,30.01666203960727,23.853720883753127,23.108440016582687,22.58317958127243,23.021728866442675,15.84297951775486,12.083045973594572,8.18535277187245,8.831760866327848,9.848857801796104,8.54400374531753,5.477225575051661,9.695359714832659,24.698178070456937,12.206555615733702,17.378147196982766,28.053520278211074
West Ham_19_20,61.75759062657804,61.69278726074872,49.07137658554119,33.67491648096547,26.795522013948524,24.919871588754223,25.317977802344327,31.32091952673165,12.96148139681572,14.730919862656235,10.0,13.152946437965905,18.49324200890693,5.0990195135927845,6.4031242374328485,5.385164807134504,16.64331697709324,16.911534525287763,12.36931687685298,23.83275057562597
Watford_19_20,63.796551630946325,64.5445582524197,50.0,34.08812109811862,28.178005607210743,27.367864366808018,27.367864366808018,25.632011235952593,19.28730152198591,17.11724276862369,11.313708498984761,14.317821063276353,10.862780491200215,8.12403840463596,3.605551275463989,7.0,21.470910553583888,8.366600265340756,13.601470508735444,22.891046284519195
