,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
49,Everton_18_19,1,0,1,0,1,2,2,0,10,8
50,Southampton_18_19,1,0,1,0,1,0,0,0,11,16
51,Wolves_18_19,1,0,1,0,1,2,2,0,12,7
52,Leicester City_18_19,1,0,0,1,0,1,2,-1,13,9
53,Newcastle Utd_18_19,1,0,0,1,0,1,2,-1,14,13
54,Arsenal_18_19,1,0,0,1,0,0,2,-2,15,5
55,Brighton_18_19,1,0,0,1,0,0,2,-2,16,17
56,Cardiff City_18_19,1,0,0,1,0,0,2,-2,17,18
57,Fulham_18_19,1,0,0,1,0,0,2,-2,18,19
58,Huddersfield_18_19,1,0,0,1,0,0,3,-3,19,20
59,West Ham_18_19,1,0,0,1,0,0,4,-4,20,10
60,Manchester City_19_20,1,1,0,0,3,5,0,5,1,2
61,Manchester Utd_19_20,1,1,0,0,3,4,0,4,2,3
62,Brighton_19_20,1,1,0,0,3,3,0,3,3,15
63,Burnley_19_20,1,1,0,0,3,3,0,3,4,10
64,Liverpool_19_20,1,1,0,0,3,4,1,3,5,1
65,Tottenham_19_20,1,1,0,0,3,3,1,2,6,6
66,Arsenal_19_20,1,1,0,0,3,1,0,1,7,8
67,Bournemouth_19_20,1,0,1,0,1,1,1,0,8,18
68,Crystal Palace_19_20,1,0,1,0,1,0,0,0,9,14
69,Everton_19_20,1,0,1,0,1,0,0,0,10,12
70,Leicester City_19_20,1,0,1,0,1,0,0,0,11,5
71,Sheffield Utd_19_20,1,0,1,0,1,1,1,0,12,9
72,Wolves_19_20,1,0,1,0,1,0,0,0,13,7
73,Newcastle Utd_19_20,1,0,0,1,0,0,1,-1,14,13
74,Aston Villa_19_20,1,0,0,1,0,1,3,-2,15,17
75,Norwich City_19_20,1,0,0,1,0,1,4,-3,16,20
76,Southampton_19_20,1,0,0,1,0,0,3,-3,17,11
77,Watford_19_20,1,0,0,1,0,0,3,-3,18,19
78,Chelsea_19_20,1,0,0,1,0,0,4,-4,19,4
79,West Ham_19_20,1,0,0,1,0,0,5,-5,20,16
80,Arsenal_20_21,1,1,0,0,3,3,0,3,1,8
81,Leicester City_20_21,1,1,0,0,3,3,0,3,2,5
82,Chelsea_20_21,1,1,0,0,3,3,1,2,3,4
83,Manchester City_20_21,1,1,0,0,3,3,1,2,4,1
84,Newcastle Utd_20_21,1,1,0,0,3,2,0,2,5,12
85,Wolves_20_21,1,1,0,0,3,2,0,2,6,13
86,Aston Villa_20_21,1,1,0,0,3,1,0,1,7,11
87,Crystal Palace_20_21,1,1,0,0,3,1,0,1,8,14
88,Everton_20_21,1,1,0,0,3,1,0,1,9,10
89,Liverpool_20_21,1,1,0,0,3,4,3,1,10,3
90,Leeds United_20_21,1,0,0,1,0,3,4,-1,11,9
91,Southampton_20_21,1,0,0,1,0,0,1,-1,12,15
92,Tottenham_20_21,1,0,0,1,0,0,1,-1,13,7
93,Brighton_20_21,1,0,0,1,0,1,3,-2,14,16
94,Burnley_20_21,1,0,0,1,0,2,4,-2,15,17
95,Manchester Utd_20_21,1,0,0,1,0,1,3,-2,16,2
96,Sheffield Utd_20_21,1,0,0,1,0,0,2,-2,17,20
97,West Ham_20_21,1,0,0,1,0,0,2,-2,18,6
98,Fulham_20_21,1,0,0,1,0,0,3,-3,19,18
99,West Brom_20_21,1,0,0,1,0,0,3,-3,20,19
