,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
30,Watford_17_18,25,7,6,12,27,33,44,-11,11,14
31,West Ham_17_18,25,6,9,10,27,31,43,-12,12,13
32,Crystal Palace_17_18,25,6,8,11,26,23,38,-15,13,11
33,Newcastle Utd_17_18,25,6,6,13,24,23,35,-12,14,10
34,Brighton_17_18,25,5,9,11,24,18,34,-16,15,15
35,Huddersfield_17_18,25,6,6,13,24,19,44,-25,16,16
36,Stoke City_17_18,25,6,6,13,24,25,50,-25,17,19
37,Southampton_17_18,25,4,11,10,23,25,36,-11,18,17
38,Swansea City_17_18,25,6,5,14,23,18,36,-18,19,18
39,West Brom_17_18,25,3,11,11,20,19,34,-15,20,20
40,Liverpool_18_19,25,19,5,1,62,56,15,41,1,2
41,Manchester City_18_19,25,19,2,4,59,66,20,46,2,1
42,Tottenham_18_19,25,19,0,6,57,51,24,27,3,4
43,Chelsea_18_19,25,15,5,5,50,45,23,22,4,3
44,Manchester Utd_18_19,25,14,6,5,48,49,35,14,5,6
45,Arsenal_18_19,25,14,5,6,47,51,36,15,6,5
46,Wolves_18_19,25,11,5,9,38,33,32,1,7,7
47,Watford_18_19,25,9,7,9,34,33,34,-1,8,11
48,Everton_18_19,25,9,6,10,33,36,36,0,9,8
49,Bournemouth_18_19,25,10,3,12,33,37,44,-7,10,14
50,Leicester City_18_19,25,9,5,11,32,30,31,-1,11,9
51,West Ham_18_19,25,9,5,11,32,31,38,-7,12,10
52,Brighton_18_19,25,7,6,12,27,27,36,-9,13,17
53,Crystal Palace_18_19,25,7,5,13,26,26,33,-7,14,12
54,Newcastle Utd_18_19,25,6,6,13,24,21,33,-12,15,13
55,Southampton_18_19,25,5,9,11,24,27,42,-15,16,16
56,Burnley_18_19,25,6,6,13,24,26,46,-20,17,15
57,Cardiff City_18_19,25,6,4,15,22,22,46,-24,18,18
58,Fulham_18_19,25,4,5,16,17,25,55,-30,19,19
59,Huddersfield_18_19,25,2,5,18,11,13,46,-33,20,20
60,Liverpool_19_20,25,24,1,0,73,60,15,45,1,1
61,Manchester City_19_20,25,16,3,6,51,65,29,36,2,2
62,Leicester City_19_20,25,15,4,6,49,54,26,28,3,5
63,Chelsea_19_20,25,12,5,8,41,43,34,9,4,4
64,Tottenham_19_20,25,10,7,8,37,40,32,8,5,6
65,Sheffield Utd_19_20,25,9,9,7,36,26,23,3,6,9
66,Manchester Utd_19_20,25,9,8,8,35,36,29,7,7,3
67,Wolves_19_20,25,8,11,6,35,35,32,3,8,7
68,Everton_19_20,25,9,6,10,33,31,37,-6,9,12
69,Arsenal_19_20,25,6,13,6,31,32,34,-2,10,8
70,Burnley_19_20,25,9,4,12,31,28,38,-10,11,10
71,Newcastle Utd_19_20,25,8,7,10,31,24,36,-12,12,13
72,Southampton_19_20,25,9,4,12,31,31,46,-15,13,11
73,Crystal Palace_19_20,25,7,9,9,30,22,29,-7,14,14
74,Brighton_19_20,25,6,8,11,26,30,37,-7,15,15
75,Bournemouth_19_20,25,7,5,13,26,25,38,-13,16,18
76,Aston Villa_19_20,25,7,4,14,25,32,47,-15,17,17
77,West Ham_19_20,25,6,6,13,24,30,43,-13,18,16
78,Watford_19_20,25,5,8,12,23,23,39,-16,19,19
79,Norwich City_19_20,25,4,6,15,18,24,47,-23,20,20
80,Manchester City_20_21,25,18,5,2,59,50,15,35,1,1
81,Manchester Utd_20_21,25,14,7,4,49,53,32,21,2,2
82,Leicester City_20_21,25,15,4,6,49,44,27,17,3,5
83,West Ham_20_21,25,13,6,6,45,39,29,10,4,6
84,Chelsea_20_21,25,12,7,6,43,41,25,16,5,4
85,Everton_20_21,25,13,4,8,43,38,33,5,6,10
86,Liverpool_20_21,25,11,7,7,40,45,34,11,7,3
87,Tottenham_20_21,25,11,6,8,39,41,27,14,8,7
88,Aston Villa_20_21,25,12,3,10,39,38,27,11,9,11
89,Leeds United_20_21,25,11,2,12,35,43,43,0,10,9
90,Arsenal_20_21,25,10,4,11,34,31,26,5,11,8
91,Wolves_20_21,25,9,6,10,33,26,32,-6,12,13
92,Crystal Palace_20_21,25,9,5,11,32,29,43,-14,13,14
93,Southampton_20_21,25,8,6,11,30,31,43,-12,14,15
94,Burnley_20_21,25,7,7,11,28,18,30,-12,15,17
95,Brighton_20_21,25,5,11,9,26,26,32,-6,16,16
96,Newcastle Utd_20_21,25,7,4,14,25,26,43,-17,17,12
97,Fulham_20_21,25,4,10,11,22,21,32,-11,18,18
98,West Brom_20_21,25,2,8,15,14,19,55,-36,19,19
99,Sheffield Utd_20_21,25,3,2,20,11,15,41,-26,20,20
