,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
44,Chelsea_18_19,27,16,5,6,53,47,29,18,5,3
45,Manchester Utd_18_19,27,15,7,5,52,52,35,17,6,6
46,Watford_18_19,27,11,7,9,40,39,35,4,7,11
47,Wolves_18_19,27,11,7,9,40,35,34,1,8,7
48,West Ham_18_19,27,10,6,11,36,35,40,-5,9,10
49,Bournemouth_18_19,27,10,4,13,34,38,48,-10,10,14
50,Everton_18_19,27,9,6,12,33,36,39,-3,11,8
51,Leicester City_18_19,27,9,5,13,32,32,38,-6,12,9
52,Crystal Palace_18_19,27,8,6,13,30,31,35,-4,13,12
53,Burnley_18_19,27,8,6,13,30,31,48,-17,14,15
54,Newcastle Utd_18_19,27,7,7,13,28,24,34,-10,15,13
55,Brighton_18_19,27,7,6,14,27,29,41,-12,16,17
56,Cardiff City_18_19,27,7,4,16,25,25,52,-27,17,18
57,Southampton_18_19,27,5,9,13,24,28,46,-18,18,16
58,Fulham_18_19,27,4,5,18,17,26,61,-35,19,19
59,Huddersfield_18_19,27,2,5,20,11,14,50,-36,20,20
60,Liverpool_19_20,27,26,1,0,79,64,17,47,1,1
61,Manchester City_19_20,27,18,3,6,57,68,29,39,2,2
62,Leicester City_19_20,27,15,5,7,50,54,27,27,3,5
63,Chelsea_19_20,27,13,5,9,44,45,37,8,4,4
64,Manchester Utd_19_20,27,11,8,8,41,41,29,12,5,3
65,Tottenham_19_20,27,11,7,9,40,44,36,8,6,6
66,Sheffield Utd_19_20,27,10,10,7,40,29,25,4,7,9
67,Wolves_19_20,27,9,12,6,39,38,32,6,8,7
68,Arsenal_19_20,27,8,13,6,37,39,36,3,9,8
69,Burnley_19_20,27,11,4,12,37,33,39,-6,10,10
70,Everton_19_20,27,10,6,11,36,36,41,-5,11,12
71,Southampton_19_20,27,10,4,13,34,34,48,-14,12,11
72,Crystal Palace_19_20,27,8,9,10,33,24,32,-8,13,14
73,Newcastle Utd_19_20,27,8,7,12,31,24,41,-17,14,13
74,Brighton_19_20,27,6,10,11,28,32,39,-7,15,15
75,Bournemouth_19_20,27,7,5,15,26,26,43,-17,16,18
76,Aston Villa_19_20,27,7,4,16,25,34,52,-18,17,17
77,West Ham_19_20,27,6,6,15,24,32,48,-16,18,16
78,Watford_19_20,27,5,9,13,24,24,43,-19,19,19
79,Norwich City_19_20,27,4,6,17,18,24,51,-27,20,20
80,Manchester City_20_21,27,20,5,2,65,56,17,39,1,1
81,Manchester Utd_20_21,27,14,9,4,51,53,32,21,2,2
82,Leicester City_20_21,27,15,5,7,50,46,31,15,3,5
83,West Ham_20_21,27,14,6,7,48,42,31,11,4,6
84,Chelsea_20_21,27,13,8,6,47,42,25,17,5,4
85,Everton_20_21,27,14,4,9,46,39,35,4,6,10
86,Tottenham_20_21,27,13,6,8,45,46,28,18,7,7
87,Liverpool_20_21,27,12,7,8,43,47,35,12,8,3
88,Aston Villa_20_21,27,12,5,10,41,39,28,11,9,11
89,Arsenal_20_21,27,11,5,11,38,35,28,7,10,8
90,Leeds United_20_21,27,11,2,14,35,43,46,-3,11,9
91,Wolves_20_21,27,9,7,11,34,28,37,-9,12,13
92,Crystal Palace_20_21,27,9,7,11,34,29,43,-14,13,14
93,Southampton_20_21,27,9,6,12,33,33,44,-11,14,15
94,Burnley_20_21,27,7,8,12,29,19,35,-16,15,17
95,Newcastle Utd_20_21,27,7,6,14,27,27,44,-17,16,12
96,Brighton_20_21,27,5,11,11,26,27,35,-8,17,16
97,Fulham_20_21,27,4,11,12,23,21,33,-12,18,18
98,West Brom_20_21,27,3,8,16,17,20,56,-36,19,19
99,Sheffield Utd_20_21,27,4,2,21,14,16,43,-27,20,20
