Team,Chelsea_21_22,Manchester City_21_22,Liverpool_21_22,West Ham_21_22,Arsenal_21_22,Wolves_21_22,Tottenham_21_22,Manchester Utd_21_22,Brighton_21_22,Crystal Palace_21_22,Everton_21_22,Leicester City_21_22,Southampton_21_22,Brentford_21_22,Aston Villa_21_22,Watford_21_22,Leeds United_21_22,Burnley_21_22,Norwich City_21_22,Newcastle Utd_21_22
Wolves_19_20,22.045407685048602,16.186414056238647,21.400934559032695,9.9498743710662,5.385164807134504,5.830951894845301,6.164414002968976,7.280109889280518,4.242640687119285,2.8284271247461903,4.123105625617661,6.082762530298219,5.477225575051661,3.605551275463989,5.830951894845301,5.830951894845301,8.12403840463596,8.831760866327848,17.0,15.652475842498529
Bournemouth_19_20,22.693611435820433,16.76305461424021,22.293496809607955,10.677078252031311,4.898979485566356,5.196152422706632,5.385164807134504,7.874007874011811,3.3166247903554,3.605551275463989,4.242640687119285,6.164414002968976,4.58257569495584,3.7416573867739413,5.916079783099616,5.916079783099616,7.681145747868608,8.660254037844387,16.492422502470642,15.620499351813308
Burnley_19_20,23.68543856465402,18.138357147217054,21.748563170931547,10.770329614269007,6.48074069840786,8.774964387392123,7.280109889280518,4.69041575982343,6.708203932499369,1.7320508075688772,1.4142135623730951,3.1622776601683795,7.280109889280518,2.449489742783178,3.0,3.0,6.708203932499369,7.0,15.165750888103101,12.884098726725126
Brighton_19_20,24.289915602982237,18.49324200890693,23.15167380558045,11.704699910719626,5.385164807134504,7.0710678118654755,5.656854249492381,6.708203932499369,4.69041575982343,3.1622776601683795,2.23606797749979,4.123105625617661,5.0990195135927845,2.23606797749979,3.7416573867739413,3.7416573867739413,5.830951894845301,6.782329983125268,14.594519519326424,13.45362404707371
Crystal Palace_19_20,27.202941017470888,21.118712081942874,27.386127875258307,15.394804318340652,5.916079783099616,6.0,4.242640687119285,11.357816691600547,3.4641016151377544,8.12403840463596,6.708203932499369,7.810249675906654,2.449489742783178,6.4031242374328485,7.483314773547883,7.483314773547883,6.0,8.246211251235321,13.379088160259652,15.066519173319364
Newcastle Utd_19_20,27.440845468024488,21.470910553583888,26.92582403567252,14.966629547095765,5.477225575051661,7.280109889280518,4.123105625617661,9.695359714832659,4.58257569495584,7.14142842854285,5.0990195135927845,5.830951894845301,4.123105625617661,5.477225575051661,5.744562646538029,5.744562646538029,4.58257569495584,7.0,12.083045973594572,13.341664064126334
Tottenham_19_20,23.194827009486403,17.72004514666935,21.118712081942874,10.723805294763608,7.810249675906654,9.273618495495704,8.602325267042627,5.385164807134504,7.3484692283495345,2.0,3.0,4.58257569495584,7.615773105863909,2.23606797749979,3.7416573867739413,3.7416573867739413,7.3484692283495345,7.0710678118654755,16.0312195418814,13.152946437965905
Everton_19_20,26.645825188948457,20.784609690826528,25.573423705088842,14.035668847618199,6.082762530298219,7.874007874011811,5.477225575051661,8.18535277187245,5.0990195135927845,5.477225575051661,3.3166247903554,4.358898943540674,4.47213595499958,3.3166247903554,3.7416573867739413,3.7416573867739413,3.7416573867739413,5.477225575051661,12.36931687685298,12.206555615733702
West Ham_19_20,27.712812921102035,22.045407685048602,25.80697580112788,14.730919862656235,7.681145747868608,10.198039027185569,7.3484692283495345,7.280109889280518,7.483314773547883,5.830951894845301,3.0,3.0,6.782329983125268,3.605551275463989,2.0,2.0,2.8284271247461903,4.0,11.090536506409418,9.9498743710662
Aston Villa_19_20,27.367864366808018,22.02271554554524,24.515301344262525,14.696938456699069,10.295630140987,12.36931687685298,10.44030650891055,6.782329983125268,9.848857801796104,5.916079783099616,4.242640687119285,4.242640687119285,9.0,3.7416573867739413,2.23606797749979,2.23606797749979,5.0,3.605551275463989,12.569805089976535,8.831760866327848
Watford_19_20,35.86084215408221,30.033314835362415,34.08812109811862,23.043437243605826,14.317821063276353,16.06237840420901,12.884098726725126,15.132745950421556,13.341664064126334,14.142135623730951,11.357816691600547,10.816653826391969,11.224972160321824,11.180339887498949,9.899494936611665,9.899494936611665,5.830951894845301,6.782329983125268,4.123105625617661,8.306623862918075
Southampton_19_20,37.77565353504821,32.38826948140329,34.48187929913333,24.372115213907882,17.08800749063506,20.273134932713294,16.278820596099706,15.033296378372908,17.52141546793523,16.0312195418814,13.19090595827292,11.74734012447073,16.15549442140351,13.92838827718412,11.445523142259598,11.445523142259598,9.539392014169456,9.539392014169456,4.47213595499958,4.898979485566356
Norwich City_19_20,37.69615364994153,32.264531609803356,34.48187929913333,24.413111231467404,17.146428199482248,20.024984394500787,16.278820596099706,15.165750888103101,17.233687939614086,15.84297951775486,13.038404810405298,11.74734012447073,15.652475842498529,13.490737563232042,11.180339887498949,11.180339887498949,9.0,8.774964387392123,4.242640687119285,4.242640687119285
