Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,West Ham_21_22,Arsenal_21_22,Tottenham_21_22,Manchester Utd_21_22,Wolves_21_22,Brighton_21_22,Aston Villa_21_22,Leicester City_21_22,Crystal Palace_21_22,Southampton_21_22,Brentford_21_22,Leeds United_21_22,Everton_21_22,Watford_21_22,Newcastle Utd_21_22,Burnley_21_22,Norwich City_21_22
Cardiff City_18_19,56.25833271614081,50.53711507397311,43.88621651498338,30.93541659651604,27.85677655436824,24.515301344262525,25.80697580112788,29.68164415931166,22.15851980616034,15.033296378372908,17.11724276862369,16.0312195418814,11.661903789690601,10.677078252031311,6.48074069840786,6.782329983125268,5.0990195135927845,4.123105625617661,12.806248474865697,11.045361017187261
Southampton_18_19,54.93632677928149,48.95916665957459,42.2965719651132,29.765752132274432,26.70205984563738,23.874672772626646,24.919871588754223,28.495613697550013,20.639767440550294,13.601470508735444,16.431676725154983,13.92838827718412,10.246950765959598,9.1104335791443,7.0,5.0,3.0,5.0990195135927845,10.04987562112089,13.379088160259652
Fulham_18_19,61.91122676865643,55.65968020030299,49.77951385861457,36.45545226711637,34.11744421846396,31.064449134018133,31.400636936215164,36.89173349139343,29.30870177950569,21.213203435596427,20.808652046684813,21.840329667841555,18.2208671582886,17.378147196982766,11.74734012447073,11.916375287812984,8.12403840463596,4.58257569495584,18.110770276274835,9.273618495495704
Huddersfield_18_19,63.4428877022476,57.879184513951124,50.53711507397311,38.79432948254165,34.92849839314596,31.63858403911275,34.02939905434711,32.449961479175904,25.826343140289914,22.494443758403985,26.476404589747453,22.825424421026653,18.867962264113206,17.4928556845359,16.55294535724685,15.033296378372908,11.575836902790225,11.180339887498949,9.797958971132712,9.055385138137417
Liverpool_19_20,8.602325267042627,17.233687939614086,18.788294228055936,29.427877939124322,32.17141588429082,35.749125863438955,34.0147027033899,41.15823125451335,43.266615305567875,45.088801270381985,45.89117562233506,45.36518488885502,48.52834223420371,49.80963762164909,53.600373133029585,54.45181356024793,59.33801479658719,61.62791575252241,59.3548650070068,69.74955196988724
Leicester City_19_20,12.206555615733702,9.055385138137417,3.7416573867739413,13.30413469565007,16.911534525287763,21.656407827707714,18.49324200890693,29.30870177950569,29.0,29.223278392404914,30.083217912982647,29.0,32.83291031876401,34.11744421846396,38.13135192987524,38.44476557348217,43.243496620879306,45.83666654546336,43.61192497471305,54.735728733616035
Manchester City_19_20,14.52583904633395,6.164414002968976,13.638181696985855,18.627936010197157,24.372115213907882,29.274562336608895,23.62202362203543,39.153543900903784,37.21558813185679,34.23448553724738,32.14031735997639,33.54101966249684,37.97367509209505,39.319206502675,42.0,42.21374183841087,46.75467891024384,49.26459174701441,49.457052075512955,59.312730505347666
Chelsea_19_20,28.879058156387302,23.727621035409346,17.291616465790582,3.7416573867739413,5.0,8.246211251235321,1.7320508075688772,21.494185260204677,17.146428199482248,13.152946437965905,14.2828568570857,13.564659966250536,16.76305461424021,18.138357147217054,21.470910553583888,22.15851980616034,27.03701166919155,29.359836511806396,29.068883707497267,38.22302970723278
Manchester Utd_19_20,32.69556544854363,27.820855486487112,19.849433241279208,9.433981132056603,5.0990195135927845,6.708203932499369,7.0710678118654755,16.09347693943108,10.63014581273465,9.486832980505138,15.0,9.433981132056603,12.727922061357855,13.856406460551018,19.235384061671343,19.026297590440446,23.706539182259394,26.476404589747453,23.021728866442675,34.75629439396553
Tottenham_19_20,33.27160951922825,27.018512172212592,21.118712081942874,8.18535277187245,8.366600265340756,10.44030650891055,5.0990195135927845,22.38302928559939,16.15549442140351,9.16515138991168,10.04987562112089,8.54400374531753,12.884098726725126,14.212670403551895,17.549928774784245,17.4928556845359,22.22611077089287,24.879710609249457,24.859605789312106,34.49637662132068
