Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Arsenal_21_22,Manchester Utd_21_22,Tottenham_21_22,West Ham_21_22,Wolves_21_22,Southampton_21_22,Aston Villa_21_22,Brighton_21_22,Leicester City_21_22,Crystal Palace_21_22,Newcastle Utd_21_22,Brentford_21_22,Leeds United_21_22,Everton_21_22,Burnley_21_22,Watford_21_22,Norwich City_21_22
Tottenham_19_20,34.899856733230294,36.40054944640259,22.912878474779202,12.083045973594572,6.082762530298219,6.164414002968976,2.8284271247461903,23.021728866442675,10.723805294763608,9.695359714832659,19.72308292331602,13.379088160259652,13.379088160259652,21.37755832643195,24.0,34.07345007480164,26.795522013948524,28.39013913315678,30.56141357987225,41.88078318274385
Sheffield Utd_19_20,43.01162633521314,47.12748667179272,29.274562336608895,19.849433241279208,20.12461179749811,15.620499351813308,19.949937343260004,5.0990195135927845,14.866068747318506,16.911534525287763,9.0,24.919871588754223,18.24828759089466,24.677925358506133,23.452078799117146,39.408120990476064,28.600699292150182,22.44994432064365,30.62678566222711,40.17461885320133
Manchester Utd_19_20,37.33630940518894,39.8622628559895,23.895606290697042,13.92838827718412,11.180339887498949,7.874007874011811,9.486832980505138,16.24807680927192,9.433981132056603,9.486832980505138,13.96424004376894,16.881943016134134,12.206555615733702,21.283796653792763,22.045407685048602,35.59494346111537,26.076809620810597,24.372115213907882,29.223278392404914,40.570925550201586
Wolves_19_20,41.689327171351664,44.10215414239989,28.442925306655784,17.26267650163207,13.601470508735444,10.295630140987,11.832159566199232,16.06237840420901,5.196152422706632,6.164414002968976,10.63014581273465,14.247806848775006,8.660254037844387,16.881943016134134,17.549928774784245,31.448370387032774,21.6794833886788,20.248456731316587,24.779023386727733,35.91656999213594
Everton_19_20,44.844174649557324,46.861498055439924,32.4037034920393,19.672315572906,14.696938456699069,12.36931687685298,13.152946437965905,20.12461179749811,1.4142135623730951,4.358898943540674,12.409673645990857,9.695359714832659,7.3484692283495345,12.0,14.45683229480096,26.038433132583073,17.69180601295413,19.313207915827967,21.236760581595302,31.796226191169293
Arsenal_19_20,43.116122274620196,45.033320996790806,30.099833886584822,19.05255888325765,14.422205101855956,11.874342087037917,12.041594578792296,18.681541692269406,3.7416573867739413,3.3166247903554,11.74734012447073,11.74734012447073,5.830951894845301,14.696938456699069,15.652475842498529,29.086079144497972,19.4164878389476,19.209372712298546,22.693611435820433,34.219877264537345
Burnley_19_20,49.13247398615299,51.35172830587107,36.4828726939094,23.62202362203543,19.1049731745428,16.431676725154983,17.72004514666935,19.8997487421324,4.58257569495584,7.3484692283495345,10.344080432788601,11.704699910719626,8.06225774829855,9.219544457292887,10.862780491200215,23.727621035409346,14.560219778561036,15.556349186104045,17.72004514666935,27.748873851023216
Newcastle Utd_19_20,55.44366510251645,57.9396237474839,42.532340636273474,29.698484809834994,25.709920264364882,22.715633383201094,24.454038521274967,21.02379604162864,11.180339887498949,13.490737563232042,10.246950765959598,16.881943016134134,12.529964086141668,9.0,7.874007874011811,22.11334438749598,12.083045973594572,10.954451150103322,13.92838827718412,22.40535650240808
Southampton_19_20,54.27706698044764,55.39855593785816,42.720018726587654,29.698484809834994,23.769728648009426,22.715633383201094,22.045407685048602,29.563490998188964,11.874342087037917,12.24744871391589,19.4164878389476,8.774964387392123,11.874342087037917,4.123105625617661,10.488088481701515,14.730919862656235,9.899494936611665,18.547236990991408,13.92838827718412,23.108440016582687
Crystal Palace_19_20,53.98147830506312,57.0350769263968,40.311288741492746,29.154759474226502,26.476404589747453,22.67156809750927,25.13961017995307,14.89966442575134,13.076696830622021,15.165750888103101,4.123105625617661,21.61018278497431,13.96424004376894,15.7797338380595,12.328828005937952,29.478805945967352,17.72004514666935,9.899494936611665,18.708286933869708,27.60434748368452
Brighton_19_20,52.54521862167861,54.16641025580336,39.496835316262995,28.30194339616981,23.366642891095847,21.0,20.904544960366874,22.516660498395403,8.602325267042627,8.54400374531753,11.661903789690601,12.884098726725126,5.477225575051661,8.12403840463596,6.4031242374328485,22.44994432064365,10.723805294763608,11.0,13.45362404707371,25.39685019840059
Bournemouth_19_20,57.15767664977295,59.09314681077663,44.06812907306141,32.17141588429082,27.568097504180443,24.919871588754223,25.553864678361276,23.68543856465402,12.409673645990857,13.379088160259652,12.24744871391589,16.431676725154983,10.862780491200215,7.483314773547883,3.0,20.445048300260872,8.306623862918075,7.54983443527075,9.9498743710662,20.663978319771825
