Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Tottenham_21_22,Arsenal_21_22,West Ham_21_22,Manchester Utd_21_22,Wolves_21_22,Brighton_21_22,Leicester City_21_22,Crystal Palace_21_22,Brentford_21_22,Aston Villa_21_22,Southampton_21_22,Everton_21_22,Leeds United_21_22,Watford_21_22,Burnley_21_22,Newcastle Utd_21_22,Norwich City_21_22
Manchester City_18_19,4.358898943540674,3.3166247903554,9.695359714832659,27.16615541441225,22.494443758403985,23.62202362203543,27.459060435491963,40.32369030731191,35.70714214271425,33.555923471125034,34.07345007480164,36.68787265568828,37.21558813185679,41.060930335295616,41.41255848169731,44.82186966202994,46.561786907291264,48.27007354458868,53.31041174104736,61.106464469808756
Chelsea_18_19,15.297058540778355,13.038404810405298,5.916079783099616,13.152946437965905,9.9498743710662,13.076696830622021,15.84297951775486,26.019223662515376,21.77154105707724,25.317977802344327,22.58317958127243,24.186773244895647,25.768197453450252,28.61817604250837,30.56141357987225,33.734255586866,36.235341863986875,35.93048844644336,42.906875905849866,49.16299421312742
Arsenal_18_19,18.193405398660254,13.076696830622021,12.409673645990857,15.427248620541512,9.695359714832659,9.899494936611665,13.19090595827292,30.822070014844883,24.228082879171435,18.81488772222678,20.615528128088304,23.452078799117146,23.173260452512935,27.313000567495326,27.03701166919155,30.083217912982647,32.31098884280702,35.41186241925155,38.7556447501522,46.49731175025068
Manchester Utd_18_19,27.477263328068172,21.79449471770337,20.73644135332772,14.7648230602334,9.899494936611665,6.782329983125268,8.12403840463596,28.879058156387302,20.85665361461421,9.486832980505138,14.035668847618199,17.378147196982766,15.652475842498529,20.346989949375804,18.627936010197157,21.470910553583888,23.57965224510319,28.600699292150182,29.765752132274432,38.02630668366309
Leicester City_18_19,33.71943060017473,29.68164415931166,23.958297101421877,8.246211251235321,10.677078252031311,10.862780491200215,8.366600265340756,12.806248474865697,4.58257569495584,16.911534525287763,7.681145747868608,6.48074069840786,10.04987562112089,10.677078252031311,15.0,17.74823934929885,20.54263858417414,17.72004514666935,26.720778431774775,31.304951684997057
Everton_18_19,32.4037034920393,26.94438717061496,23.93741840717165,12.449899597988733,10.04987562112089,6.4031242374328485,4.58257569495584,22.693611435820433,14.212670403551895,7.54983443527075,6.0,9.433981132056603,7.874007874011811,12.529964086141668,11.74734012447073,15.0996688705415,17.233687939614086,20.615528128088304,23.853720883753127,31.416556144810016
Watford_18_19,34.655446902326915,29.88310559496787,25.45584412271571,10.295630140987,10.770329614269007,9.16515138991168,5.656854249492381,17.72004514666935,9.219544457292887,11.575836902790225,4.123105625617661,5.0990195135927845,5.916079783099616,8.717797887081348,10.816653826391969,13.74772708486752,16.673332000533065,17.204650534085253,23.021728866442675,28.948229652260256
West Ham_18_19,34.42382895611701,29.478805945967352,25.41653005427767,10.862780491200215,10.677078252031311,8.602325267042627,5.0990195135927845,19.131126469708992,10.63014581273465,10.198039027185569,4.123105625617661,6.0,5.744562646538029,9.273618495495704,10.44030650891055,13.45362404707371,16.30950643030009,17.832554500127006,22.715633383201094,29.086079144497972
Wolves_18_19,37.960505792204614,34.07345007480164,28.106938645110393,11.661903789690601,15.033296378372908,15.165750888103101,12.24744871391589,10.198039027185569,2.23606797749979,19.131126469708992,9.1104335791443,5.830951894845301,10.246950765959598,8.602325267042627,14.45683229480096,16.583123951777,19.44222209522358,14.491376746189438,25.019992006393608,28.284271247461902
Bournemouth_18_19,37.5632799419859,32.29551052391029,29.154759474226502,14.89966442575134,14.352700094407323,11.74734012447073,8.366600265340756,23.108440016582687,14.798648586948742,6.782329983125268,6.708203932499369,8.602325267042627,5.385164807134504,9.486832980505138,7.681145747868608,10.04987562112089,13.2664991614216,18.05547008526779,19.235384061671343,26.419689627245813
