Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Tottenham_21_22,Arsenal_21_22,West Ham_21_22,Manchester Utd_21_22,Wolves_21_22,Brighton_21_22,Aston Villa_21_22,Leicester City_21_22,Crystal Palace_21_22,Brentford_21_22,Everton_21_22,Southampton_21_22,Leeds United_21_22,Watford_21_22,Burnley_21_22,Newcastle Utd_21_22,Norwich City_21_22
Everton_18_19,26.720778431774775,30.215889859476256,22.22611077089287,6.6332495807108,5.0990195135927845,5.744562646538029,5.830951894845301,13.601470508735444,9.486832980505138,3.7416573867739413,12.68857754044952,4.47213595499958,5.385164807134504,9.1104335791443,11.357816691600547,14.594519519326424,17.146428199482248,16.06237840420901,21.37755832643195,24.413111231467404
West Ham_18_19,27.748873851023216,30.479501308256342,23.108440016582687,8.366600265340756,6.164414002968976,6.4031242374328485,4.47213595499958,16.278820596099706,12.083045973594572,2.8284271247461903,9.643650760992955,4.242640687119285,5.744562646538029,7.54983443527075,11.445523142259598,13.30413469565007,15.165750888103101,15.937377450509228,19.72308292331602,23.790754506740637
Watford_18_19,28.879058156387302,32.01562118716424,24.372115213907882,7.874007874011811,5.830951894845301,7.54983443527075,5.656854249492381,14.866068747318506,10.677078252031311,2.0,10.816653826391969,4.242640687119285,4.58257569495584,6.708203932499369,9.9498743710662,12.206555615733702,14.89966442575134,14.89966442575134,19.1049731745428,22.40535650240808
Bournemouth_18_19,30.166206257996713,32.29551052391029,25.45584412271571,11.045361017187261,8.717797887081348,9.1104335791443,6.164414002968976,18.466185312619388,14.212670403551895,3.7416573867739413,7.14142842854285,5.0990195135927845,6.4031242374328485,5.744562646538029,11.0,11.357816691600547,12.569805089976535,15.033296378372908,17.291616465790582,22.22611077089287
Leicester City_18_19,29.427877939124322,33.421549934136806,25.099800796022265,8.12403840463596,7.3484692283495345,9.219544457292887,9.38083151964686,10.816653826391969,6.48074069840786,4.47213595499958,15.0,4.69041575982343,3.605551275463989,8.54400374531753,8.660254037844387,13.152946437965905,16.673332000533065,13.490737563232042,20.223748416156685,21.95449840010015
Brighton_18_19,32.01562118716424,35.58089374931439,27.586228448267445,10.04987562112089,8.774964387392123,11.045361017187261,9.9498743710662,12.569805089976535,8.306623862918075,3.3166247903554,13.490737563232042,4.123105625617661,1.4142135623730951,5.477225575051661,6.0,9.899494936611665,13.74772708486752,11.180339887498949,17.146428199482248,19.1049731745428
Newcastle Utd_18_19,38.34057902536163,42.579337712087536,34.14674215792775,16.24807680927192,15.811388300841896,18.466185312619388,17.944358444926362,11.357816691600547,8.831760866327848,11.224972160321824,20.322401432901575,10.954451150103322,8.306623862918075,10.344080432788601,4.58257569495584,10.44030650891055,15.556349186104045,7.3484692283495345,16.64331697709324,14.696938456699069
Crystal Palace_18_19,39.344631145812,43.37049688440288,35.07135583350036,17.26267650163207,16.673332000533065,19.209372712298546,18.49324200890693,12.767145334803704,10.198039027185569,11.575836902790225,20.12461179749811,11.224972160321824,8.660254037844387,10.04987562112089,4.123105625617661,9.539392014169456,14.560219778561036,6.0,15.394804318340652,13.490737563232042
Cardiff City_18_19,42.82522621072771,45.13313638558703,38.13135192987524,21.213203435596427,19.544820285692065,21.470910553583888,18.973665961010276,21.840329667841555,18.384776310850235,12.806248474865697,15.264337522473747,12.884098726725126,11.532562594670797,7.54983443527075,7.681145747868608,2.23606797749979,5.477225575051661,6.782329983125268,5.744562646538029,9.899494936611665
Southampton_18_19,44.11349000022555,46.57252408878007,39.42080668885405,22.44994432064365,20.92844953645635,22.825424421026653,20.639767440550294,21.840329667841555,18.601075237738275,14.071247279470288,17.233687939614086,13.856406460551018,12.36931687685298,9.1104335791443,7.810249675906654,4.123105625617661,6.782329983125268,5.0990195135927845,5.744562646538029,8.48528137423857
