Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Arsenal_21_22,Manchester Utd_21_22,Tottenham_21_22,West Ham_21_22,Wolves_21_22,Brighton_21_22,Southampton_21_22,Aston Villa_21_22,Leicester City_21_22,Crystal Palace_21_22,Brentford_21_22,Leeds United_21_22,Everton_21_22,Newcastle Utd_21_22,Burnley_21_22,Norwich City_21_22,Watford_21_22
Watford_18_19,37.8021163428716,35.73513677041127,22.64950330581225,11.532562594670797,7.874007874011811,6.164414002968976,9.899494936611665,19.026297590440446,11.40175425099138,7.0710678118654755,7.280109889280518,13.490737563232042,8.54400374531753,13.114877048604,17.916472867168917,14.177446878757825,18.35755975068582,17.291616465790582,27.85677655436824,22.93468988235943
Wolves_18_19,41.20679555607303,39.92492955535426,25.96150997149434,14.352700094407323,12.206555615733702,8.06225774829855,14.866068747318506,16.0312195418814,8.306623862918075,6.708203932499369,8.12403840463596,16.401219466856727,9.486832980505138,11.445523142259598,17.4928556845359,13.490737563232042,17.146428199482248,13.564659966250536,24.879710609249457,21.18962010041709
Leicester City_18_19,39.71145930332956,38.22302970723278,24.06241883103193,13.379088160259652,11.489125293076057,8.48528137423857,13.564659966250536,15.620499351813308,7.483314773547883,7.615773105863909,8.306623862918075,16.61324772583615,9.0,12.409673645990857,18.894443627691185,14.247806848775006,18.466185312619388,13.601470508735444,26.645825188948457,22.090722034374522
West Ham_18_19,41.24318125460256,39.05124837953327,26.095976701399778,14.866068747318506,11.045361017187261,8.602325267042627,12.884098726725126,20.149441679609886,12.24744871391589,3.7416573867739413,4.58257569495584,12.083045973594572,6.4031242374328485,9.797958971132712,14.730919862656235,11.0,15.0,15.066519173319364,24.413111231467404,19.6468827043885
Everton_18_19,39.1279950930277,36.235341863986875,23.769728648009426,14.035668847618199,9.695359714832659,9.695359714832659,10.099504938362077,21.77154105707724,13.784048752090222,6.164414002968976,5.196152422706632,10.862780491200215,5.744562646538029,11.74734012447073,16.34013463836819,12.206555615733702,16.822603841260722,16.881943016134134,27.16615541441225,21.118712081942874
Bournemouth_18_19,44.68780594300866,41.2189276910499,30.675723300355934,20.223748416156685,14.7648230602334,14.352700094407323,15.297058540778355,28.600699292150182,20.83266665599966,7.483314773547883,7.0,5.0990195135927845,8.660254037844387,10.677078252031311,10.04987562112089,9.643650760992955,12.206555615733702,20.322401432901575,23.366642891095847,18.05547008526779
Brighton_18_19,46.74398357008097,44.93328387732194,31.0,20.322401432901575,17.72004514666935,14.352700094407323,19.44222209522358,19.026297590440446,11.40175425099138,6.0,7.280109889280518,16.30950643030009,7.681145747868608,6.782329983125268,14.45683229480096,9.433981132056603,13.0,7.810249675906654,19.949937343260004,15.684387141358123
Crystal Palace_18_19,50.724747411889595,48.774993593028796,34.77067730142742,24.596747752497688,22.045407685048602,18.81488772222678,23.452078799117146,21.307275752662516,14.352700094407323,9.38083151964686,10.246950765959598,18.49324200890693,9.9498743710662,6.782329983125268,14.594519519326424,9.433981132056603,12.206555615733702,4.123105625617661,17.378147196982766,13.038404810405298
Southampton_18_19,52.92447448959697,50.06995106848019,37.53664875824692,26.77685567799177,22.67156809750927,20.149441679609886,23.706539182259394,27.748873851023216,20.248456731316587,8.246211251235321,8.774964387392123,13.341664064126334,9.1104335791443,2.449489742783178,6.4031242374328485,3.0,4.123105625617661,11.874342087037917,13.490737563232042,7.874007874011811
Burnley_18_19,55.58776843874919,52.78257288158659,40.47221268969612,29.29163703175362,25.079872407968907,22.293496809607955,26.324893162176366,30.083217912982647,22.912878474779202,11.0,11.74734012447073,14.866068747318506,12.409673645990857,5.916079783099616,5.0990195135927845,5.830951894845301,2.449489742783178,14.2828568570857,10.723805294763608,7.0
Newcastle Utd_18_19,53.67494760127857,52.20153254455275,37.77565353504821,27.477263328068172,25.45584412271571,21.633307652783937,27.202941017470888,21.354156504062622,15.620499351813308,13.19090595827292,14.317821063276353,22.44994432064365,14.177446878757825,10.099504938362077,17.11724276862369,12.767145334803704,14.317821063276353,3.0,16.30950643030009,14.0
Cardiff City_18_19,60.332412515993425,57.706152185014034,45.05552130427524,33.793490497431605,29.88310559496787,26.70205984563738,31.25699921617557,32.51153641401772,25.942243542145693,15.652475842498529,16.492422502470642,19.72308292331602,16.911534525287763,10.04987562112089,9.16515138991168,10.295630140987,6.324555320336759,15.165750888103101,5.744562646538029,5.744562646538029
Fulham_18_19,66.1362230551458,62.56196927846821,51.12729212465687,40.422765862815474,35.79106033634656,33.54101966249684,36.45545226711637,41.048751503547585,34.07345007480164,22.02271554554524,22.22611077089287,22.11334438749598,22.315913604421397,16.583123951777,11.916375287812984,15.297058540778355,10.677078252031311,22.80350850198276,9.1104335791443,8.306623862918075
Huddersfield_18_19,67.49814812274482,65.19202405202648,51.59457335805772,41.060930335295616,37.960505792204614,34.48187929913333,39.25557285278104,35.62302626111375,30.28200785945344,23.68543856465402,24.413111231467404,29.0,24.124676163629637,17.804493814764857,19.390719429665317,18.601075237738275,16.1245154965971,16.30950643030009,8.54400374531753,11.180339887498949
Liverpool_19_20,10.099504938362077,17.549928774784245,24.535688292770594,32.71085446759225,36.45545226711637,39.61060464067672,36.40054944640259,44.64302857109943,45.39823785126467,50.86255990411808,50.695167422546305,51.70106381884226,51.45872132107443,57.0,60.21627686929839,57.67148342118486,61.62791575252241,59.1100668245266,71.14070564732964,66.70082458260917
Manchester City_19_20,18.193405398660254,9.433981132056603,20.518284528683193,28.653097563788805,28.74021572639983,34.438350715445125,25.80697580112788,45.4972526643093,41.97618372363071,41.30375285612676,40.13726448077895,37.76241517699841,40.2119385257662,46.79743582719036,48.52834223420371,46.2709412050371,50.38849074937649,51.35172830587107,61.82232606429493,55.00909015790027
Leicester City_19_20,16.55294535724685,14.0,5.477225575051661,12.727922061357855,14.866068747318506,19.72308292331602,13.30413469565007,28.792360097775937,25.942243542145693,28.61817604250837,27.964262908219126,29.068883707497267,28.284271247461902,34.539832078341085,38.13135192987524,34.899856733230294,39.319206502675,37.282703764614496,49.68903299521938,43.87482193696061
Chelsea_19_20,28.91366458960192,26.570660511172846,14.7648230602334,5.830951894845301,2.23606797749979,8.06225774829855,3.0,22.293496809607955,16.76305461424021,16.0312195418814,15.620499351813308,17.804493814764857,16.431676725154983,22.11334438749598,25.612496949731394,22.58317958127243,26.758176320519304,26.19160170741759,36.945906403822335,31.63858403911275
Manchester Utd_19_20,32.54228019054596,30.479501308256342,16.76305461424021,8.06225774829855,6.48074069840786,8.12403840463596,7.0710678118654755,18.275666882497067,11.74734012447073,12.884098726725126,12.449899597988733,17.4928556845359,12.68857754044952,18.49324200890693,23.727621035409346,19.4164878389476,24.06241883103193,20.615528128088304,33.67491648096547,28.035691537752374
Wolves_19_20,35.014282800023196,32.95451410656816,19.697715603592208,9.16515138991168,5.916079783099616,5.916079783099616,7.681145747868608,18.627936010197157,11.445523142259598,9.848857801796104,9.695359714832659,15.066519173319364,10.488088481701515,15.7797338380595,20.639767440550294,16.73320053068151,21.118712081942874,19.131126469708992,30.740852297878796,25.514701644346147
Sheffield Utd_19_20,39.242833740697165,39.4715087119811,24.041630560342615,14.7648230602334,16.15549442140351,12.36931687685298,18.788294228055936,7.54983443527075,1.0,15.394804318340652,16.3707055437449,24.919871588754223,16.792855623746664,18.894443627691185,26.076809620810597,21.307275752662516,25.059928172283335,15.297058540778355,30.870698080866262,27.730849247724095
Tottenham_19_20,36.41428291206625,33.46640106136302,20.92844953645635,12.083045973594572,8.06225774829855,9.433981132056603,7.810249675906654,21.37755832643195,13.74772708486752,9.1104335791443,8.12403840463596,12.68857754044952,8.246211251235321,14.594519519326424,19.235384061671343,15.033296378372908,19.748417658131498,18.708286933869708,30.083217912982647,23.853720883753127
Crystal Palace_19_20,44.294469180700204,43.977266854592045,28.91366458960192,18.439088914585774,18.193405398660254,13.674794331177344,20.85665361461421,11.445523142259598,5.196152422706632,12.36931687685298,13.784048752090222,22.869193252058544,14.352700094407323,14.45683229480096,21.77154105707724,17.204650534085253,20.346989949375804,10.488088481701515,25.15949125081825,22.693611435820433
Arsenal_19_20,41.6293165929973,39.408120990476064,26.019223662515376,15.524174696260024,12.24744871391589,10.099504938362077,13.638181696985855,19.235384061671343,11.045361017187261,4.242640687119285,4.58257569495584,13.19090595827292,5.385164807134504,9.38083151964686,15.524174696260024,10.816653826391969,15.264337522473747,13.076696830622021,24.413111231467404,19.131126469708992
Everton_19_20,44.56455991031439,42.8485705712571,29.154759474226502,17.832554500127006,15.0,11.357816691600547,17.11724276862369,18.57417562100671,10.816653826391969,4.358898943540674,6.164414002968976,15.0,7.483314773547883,7.810249675906654,14.352700094407323,10.099504938362077,13.638181696985855,11.045361017187261,21.37755832643195,17.46424919657298
Newcastle Utd_19_20,47.67598976424087,46.400431032480725,32.51153641401772,20.71231517720798,18.275666882497067,13.784048752090222,20.83266665599966,18.81488772222678,12.083045973594572,7.3484692283495345,9.433981132056603,17.60681686165901,10.816653826391969,8.246211251235321,14.317821063276353,11.0,13.152946437965905,10.344080432788601,18.76166303929372,16.673332000533065
Southampton_19_20,47.968739820845826,44.93328387732194,33.481338085566414,22.38302928559939,17.4928556845359,15.684387141358123,18.601075237738275,27.748873851023216,20.049937655763422,6.0,6.4031242374328485,8.12403840463596,8.18535277187245,7.0710678118654755,6.708203932499369,6.4031242374328485,8.306623862918075,17.233687939614086,19.026297590440446,14.352700094407323
Burnley_19_20,48.13522618623496,45.749316934791494,33.0,21.656407827707714,17.72004514666935,14.7648230602334,19.339079605813716,23.790754506740637,16.186414056238647,3.7416573867739413,5.385164807134504,12.083045973594572,7.0,4.0,9.0,5.744562646538029,8.54400374531753,12.449899597988733,17.549928774784245,13.341664064126334
Brighton_19_20,46.411205543489174,44.45222154178574,30.495901363953813,20.346989949375804,17.804493814764857,14.866068747318506,19.209372712298546,19.1049731745428,11.357816691600547,6.557438524302,7.3484692283495345,16.401219466856727,7.211102550927978,7.280109889280518,15.165750888103101,9.695359714832659,13.638181696985855,7.3484692283495345,20.808652046684813,15.905973720586866
West Ham_19_20,50.15974481593781,47.265209192385896,34.66987164671943,24.20743687382041,20.12461179749811,17.916472867168917,21.0,25.942243542145693,18.138357147217054,5.744562646538029,6.0,11.874342087037917,6.164414002968976,1.0,8.0,2.449489742783178,6.6332495807108,11.224972160321824,16.401219466856727,10.246950765959598
Watford_19_20,52.73518749374084,51.07837115648854,37.05401462729781,26.095976701399778,23.53720459187964,19.6468827043885,25.41653005427767,22.045407685048602,15.684387141358123,10.488088481701515,11.874342087037917,19.6468827043885,12.206555615733702,7.211102550927978,13.892443989449804,10.04987562112089,11.357816691600547,5.916079783099616,14.696938456699069,12.409673645990857
