Team,Chelsea_21_22,Liverpool_21_22,Manchester Utd_21_22,Everton_21_22,Manchester City_21_22,Brighton_21_22,Tottenham_21_22,West Ham_21_22,Leicester City_21_22,Brentford_21_22,Crystal Palace_21_22,Aston Villa_21_22,Wolves_21_22,Southampton_21_22,Watford_21_22,Arsenal_21_22,Leeds United_21_22,Burnley_21_22,Newcastle Utd_21_22,Norwich City_21_22
West Ham_19_20,7.3484692283495345,7.3484692283495345,7.0710678118654755,5.830951894845301,8.06225774829855,4.58257569495584,5.385164807134504,4.58257569495584,2.449489742783178,6.164414002968976,3.0,3.1622776601683795,6.928203230275509,4.58257569495584,5.0,6.708203932499369,6.708203932499369,6.782329983125268,7.874007874011811,9.486832980505138
Manchester Utd_19_20,6.164414002968976,6.164414002968976,6.48074069840786,5.830951894845301,6.4031242374328485,4.58257569495584,5.744562646538029,4.358898943540674,3.7416573867739413,4.47213595499958,2.23606797749979,3.7416573867739413,5.477225575051661,4.123105625617661,5.385164807134504,8.06225774829855,8.18535277187245,6.928203230275509,9.16515138991168,10.488088481701515
Tottenham_19_20,7.3484692283495345,7.3484692283495345,7.0710678118654755,6.164414002968976,7.54983443527075,5.385164807134504,6.4031242374328485,4.358898943540674,3.1622776601683795,5.656854249492381,2.23606797749979,2.449489742783178,6.164414002968976,3.605551275463989,4.58257569495584,7.0,6.557438524302,6.0,7.483314773547883,9.273618495495704
Sheffield Utd_19_20,7.54983443527075,7.54983443527075,8.06225774829855,7.14142842854285,8.246211251235321,4.47213595499958,4.898979485566356,5.830951894845301,1.7320508075688772,3.605551275463989,0.0,2.23606797749979,4.123105625617661,2.449489742783178,3.4641016151377544,6.0,6.782329983125268,5.385164807134504,8.06225774829855,8.774964387392123
Chelsea_19_20,9.899494936611665,9.899494936611665,9.273618495495704,8.12403840463596,10.246950765959598,7.280109889280518,7.810249675906654,6.4031242374328485,3.7416573867739413,7.615773105863909,4.123105625617661,2.449489742783178,7.483314773547883,4.123105625617661,4.123105625617661,5.385164807134504,4.123105625617661,5.0990195135927845,5.0990195135927845,7.3484692283495345
Burnley_19_20,8.774964387392123,8.774964387392123,9.0,8.06225774829855,9.273618495495704,5.830951894845301,6.164414002968976,6.48074069840786,2.23606797749979,4.58257569495584,1.4142135623730951,1.0,4.358898943540674,1.4142135623730951,2.449489742783178,5.0990195135927845,5.477225575051661,4.123105625617661,6.708203932499369,7.54983443527075
Newcastle Utd_19_20,9.38083151964686,9.38083151964686,10.198039027185569,9.273618495495704,10.246950765959598,5.744562646538029,5.385164807134504,8.06225774829855,2.449489742783178,3.1622776601683795,2.23606797749979,2.8284271247461903,2.449489742783178,1.7320508075688772,2.23606797749979,4.58257569495584,6.4031242374328485,4.242640687119285,7.874007874011811,7.483314773547883
Southampton_19_20,9.273618495495704,9.273618495495704,9.695359714832659,8.717797887081348,9.9498743710662,5.916079783099616,5.916079783099616,7.280109889280518,2.0,4.242640687119285,1.7320508075688772,1.4142135623730951,3.7416573867739413,1.0,1.7320508075688772,4.358898943540674,5.385164807134504,3.7416573867739413,6.782329983125268,7.0710678118654755
Bournemouth_19_20,10.04987562112089,10.04987562112089,9.848857801796104,8.774964387392123,10.488088481701515,7.0710678118654755,7.3484692283495345,7.0710678118654755,3.0,6.4031242374328485,3.1622776601683795,1.0,5.916079783099616,2.449489742783178,2.449489742783178,4.242640687119285,3.7416573867739413,3.605551275463989,5.0,6.4031242374328485
Brighton_19_20,9.848857801796104,9.848857801796104,10.04987562112089,9.0,10.488088481701515,6.48074069840786,6.48074069840786,7.483314773547883,2.23606797749979,5.196152422706632,2.449489742783178,1.0,4.58257569495584,1.4142135623730951,1.4142135623730951,3.7416573867739413,4.47213595499958,3.3166247903554,5.916079783099616,6.4031242374328485
