Team,Liverpool_21_22,Manchester City_21_22,Chelsea_21_22,Manchester Utd_21_22,Everton_21_22,Brighton_21_22,West Ham_21_22,Aston Villa_21_22,Brentford_21_22,Arsenal_21_22,Tottenham_21_22,Watford_21_22,Leicester City_21_22,Wolves_21_22,Crystal Palace_21_22,Southampton_21_22,Newcastle Utd_21_22,Leeds United_21_22,Burnley_21_22,Norwich City_21_22
Manchester City_16_17,5.0990195135927845,8.774964387392123,8.366600265340756,7.0710678118654755,8.06225774829855,11.180339887498949,9.1104335791443,12.206555615733702,13.45362404707371,16.583123951777,17.11724276862369,16.06237840420901,16.34013463836819,19.209372712298546,17.435595774162696,19.8997487421324,20.663978319771825,21.213203435596427,21.470910553583888,26.476404589747453
Tottenham_16_17,5.0990195135927845,3.0,2.449489742783178,3.7416573867739413,4.58257569495584,3.0,6.557438524302,5.744562646538029,5.744562646538029,9.9498743710662,9.848857801796104,9.695359714832659,10.344080432788601,10.816653826391969,10.770329614269007,12.328828005937952,15.84297951775486,16.06237840420901,15.264337522473747,20.71231517720798
Arsenal_16_17,3.1622776601683795,6.708203932499369,5.830951894845301,2.8284271247461903,3.0,7.280109889280518,3.0,6.708203932499369,8.306623862918075,11.180339887498949,11.874342087037917,10.198039027185569,10.44030650891055,14.035668847618199,11.575836902790225,14.212670403551895,14.594519519326424,15.165750888103101,15.394804318340652,20.46948949045872
Liverpool_16_17,5.196152422706632,8.94427190999916,8.06225774829855,5.0,4.47213595499958,8.94427190999916,3.7416573867739413,7.874007874011811,9.797958971132712,11.74734012447073,12.649110640673518,10.816653826391969,10.862780491200215,15.297058540778355,12.206555615733702,15.132745950421556,14.352700094407323,15.0,15.684387141358123,20.346989949375804
Everton_16_17,5.0990195135927845,3.605551275463989,2.8284271247461903,3.1622776601683795,3.605551275463989,2.23606797749979,5.385164807134504,4.358898943540674,4.58257569495584,8.774964387392123,8.774964387392123,8.366600265340756,9.0,9.9498743710662,9.486832980505138,11.224972160321824,14.45683229480096,14.696938456699069,13.96424004376894,19.4164878389476
Manchester Utd_16_17,4.69041575982343,6.082762530298219,5.0990195135927845,2.449489742783178,1.0,4.58257569495584,1.7320508075688772,3.605551275463989,5.385164807134504,8.18535277187245,8.774964387392123,7.3484692283495345,7.681145747868608,11.0,8.717797887081348,11.313708498984761,12.449899597988733,12.884098726725126,12.84523257866513,18.027756377319946
Crystal Palace_16_17,7.0710678118654755,7.0,6.164414002968976,4.69041575982343,3.605551275463989,4.123105625617661,3.3166247903554,1.0,3.0,5.916079783099616,6.4031242374328485,4.69041575982343,5.196152422706632,8.306623862918075,6.0,8.48528137423857,10.344080432788601,10.677078252031311,10.246950765959598,15.652475842498529
Chelsea_16_17,8.12403840463596,8.774964387392123,7.874007874011811,5.830951894845301,4.123105625617661,5.385164807134504,3.3166247903554,2.23606797749979,4.58257569495584,5.196152422706632,6.082762530298219,4.242640687119285,4.358898943540674,9.0,5.656854249492381,8.717797887081348,9.1104335791443,9.486832980505138,9.643650760992955,14.594519519326424
Southampton_16_17,10.198039027185569,8.660254037844387,8.12403840463596,7.874007874011811,7.14142842854285,5.196152422706632,7.0,3.0,1.7320508075688772,4.58257569495584,4.358898943540674,3.1622776601683795,4.123105625617661,4.58257569495584,3.7416573867739413,5.0990195135927845,9.433981132056603,9.486832980505138,8.06225774829855,13.74772708486752
West Brom_16_17,10.198039027185569,8.660254037844387,8.12403840463596,7.874007874011811,7.14142842854285,5.196152422706632,7.0,3.0,1.7320508075688772,4.58257569495584,4.358898943540674,3.1622776601683795,4.123105625617661,4.58257569495584,3.7416573867739413,5.0990195135927845,9.433981132056603,9.486832980505138,8.06225774829855,13.74772708486752
